no of specimens in sample,date,year,season,site,plot,site_plot,site_plot_year,sampling,plant species,start time,end time,vegetation cover,floral cover,height of vegetation (cm),Achillea millefolium,Agastache foeniculum,Calendula officinalis,Leucanthemum vulgare,Leucanthemum maximum,Cichorium intybus,Coronilla varia,Cosmos bipinnatus,Daucus carota,Linum perenne,Lobularia maritima,Lotus corniculatus,Melilotus officinalis,Origanum vulgare,Papaver rhoeas,Salvia officinalis,Trifolium incarnatum,Trifolium pratense,Trifolium repens,Viola cornuta,Asclepias tuberosa,Baptisia australis,Bidens aristosa,Chamaecrista fasciculata,Chamaecrista nictitans,Eupatorium perfoliatum ,Helenium flexuosum,Lespedeza virginica,Liatris pilosa,Lupinus perennis,Monarda punctata,Penstemon laevigatus,Pycnanthemum tenuifolium,Rudbeckia hirta,Rudbeckia triloba,Sisyrinchium angustifolium ,Solidago odora,Solidago nemoralis,Symphyotrichum laeve,Tradescantia virginiana,Verbena hastata,no bee,small green metallic bee,lrg green bee,bumble bee,lrg carpenter bee,small dark bee,honey bee,Megachile,Anthidium,Species,Sex,only genus level,bee specialist,specialized on,parasitic,nesting,status,non-native bee,other species characteristics
30,6/22/2016,2016,early.season,C,non-native,C_NN,C_NN_2016,pan traps,,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
30,6/22/2016,2016,early.season,C,non-native,C_NN,C_NN_2016,pan traps,,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
30,6/22/2016,2016,early.season,C,non-native,C_NN,C_NN_2016,pan traps,,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum bruneri,f,0,0,,0,ground,,0,
30,6/22/2016,2016,early.season,C,non-native,C_NN,C_NN_2016,pan traps,,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum subviridatum,f,0,0,,0,wood,,0,
30,6/22/2016,2016,early.season,C,non-native,C_NN,C_NN_2016,pan traps,,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agapostemon splendens,f,0,0,,0,ground,,0,solitary. communal
30,6/22/2016,2016,early.season,C,non-native,C_NN,C_NN_2016,pan traps,,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum subviridatum,f,0,0,,0,wood,,0,
30,6/22/2016,2016,early.season,C,non-native,C_NN,C_NN_2016,pan traps,,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum tegulare,m,0,0,,0,ground,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum cressonii,f,0,0,,0,wood,,0,eusocial
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum floridanum,f,0,0,,0,ground,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agapostemon virescens,f,0,0,,0,ground,,0,solitary. communal
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum,f,10,NA,,NA,ground,,NA,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceratina strenua,m,0,0,,0,wood,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum bruneri,f,0,0,,0,ground,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agapostemon virescens,f,0,0,,0,ground,,0,solitary. communal
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrena perplexa,m,0,0,,0,ground,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osmia pumila,f,0,0,,0,wood,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrena nasonii,m,0,0,,0,ground,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum subviridatum,f,0,0,,0,wood,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrena violae,f,0,1,Viola,0,ground,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agapostemon texanus,f,0,0,,0,ground,,0,solitary. communal
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum bruneri,f,0,0,,0,ground,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum subviridatum,f,0,0,,0,wood,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osmia pumila,f,0,0,,0,wood,,0,
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum abanci,f,,,,,,uncommon,0,This species is thought likely to be the same as L. obscurum but that still needs to be verified
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halictus rubicundus,f,0,0,,0,ground,,0,eusocial
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agapostemon virescens,f,0,0,,0,ground,,0,solitary. communal
33,5/24/2016,2016,early.season,B,native,B_N,B_N_2016,pan traps,,9:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum,f,11,NA,,NA,ground,,NA,
7,5/24/2016,2016,early.season,A,non-native,A_NN,A_NN_2016,pan traps,,9:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eucera hamata,f,0,0,,0,ground,,0,
7,5/24/2016,2016,early.season,A,non-native,A_NN,A_NN_2016,pan traps,,9:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum trigeminum,f,0,0,,0,ground,,0,
7,5/24/2016,2016,early.season,A,non-native,A_NN,A_NN_2016,pan traps,,9:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum coriaceum,f,0,0,,0,ground,,0,solitary.communal
7,5/24/2016,2016,early.season,A,non-native,A_NN,A_NN_2016,pan traps,,9:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
7,5/24/2016,2016,early.season,A,non-native,A_NN,A_NN_2016,pan traps,,9:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agapostemon texanus,f,0,0,,0,ground,,0,solitary. communal
7,5/24/2016,2016,early.season,A,non-native,A_NN,A_NN_2016,pan traps,,9:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrena miserabilis,f,0,0,,0,ground,,0,
7,5/24/2016,2016,early.season,A,non-native,A_NN,A_NN_2016,pan traps,,9:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum tegulare,f,0,0,,0,ground,,0,
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calliopsis andreniformis,m,0,0,,0,ground,,0,
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlora pura,f,0,0,,0,wood,,0,
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum versatum,f,0,0,,0,ground,,0,eusocial
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum coriaceum,f,0,0,,0,ground,,0,solitary.communal
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melissodes bimaculatus,f,0,0,,0,ground,,0,
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum cressonii,f,0,0,,0,wood,,0,eusocial
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum trigeminum,f,0,0,,0,ground,,0,
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum versatum,f,0,0,,0,ground,,0,eusocial
15,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,pan traps,,10:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,m,0,0,,0,ground,,0,eusocial
10,5/24/2016,2016,early.season,C,native,C_N,C_N_2016,pan traps,,9:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum hitchensi,f,0,0,,0,ground,,0,
10,5/24/2016,2016,early.season,C,native,C_N,C_N_2016,pan traps,,9:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hylaeus affinis/modestus,f,1,0,,0,wood,,0,
10,5/24/2016,2016,early.season,C,native,C_N,C_N_2016,pan traps,,9:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum bruneri,f,0,0,,0,ground,,0,
10,5/24/2016,2016,early.season,C,native,C_N,C_N_2016,pan traps,,9:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agapostemon texanus,f,0,0,,0,ground,,0,solitary. communal
10,5/24/2016,2016,early.season,C,native,C_N,C_N_2016,pan traps,,9:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agapostemon texanus,f,0,0,,0,ground,,0,solitary. communal
10,5/24/2016,2016,early.season,C,native,C_N,C_N_2016,pan traps,,9:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum tegulare,m,0,0,,0,ground,,0,
10,5/24/2016,2016,early.season,C,native,C_N,C_N_2016,pan traps,,9:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nomada australis,f,0,0,,1,parasite [ground],,0,
10,5/24/2016,2016,early.season,C,native,C_N,C_N_2016,pan traps,,9:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
10,5/24/2016,2016,early.season,C,native,C_N,C_N_2016,pan traps,,9:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Megachile gemula,m,0,0,,0,ground,,0,
10,5/24/2016,2016,early.season,C,native,C_N,C_N_2016,pan traps,,9:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum bruneri,f,0,0,,0,ground,,0,
12,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,hand netting,Rudbeckia hirta,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceratina dupla,f,0,0,,0,wood,,0,
12,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,hand netting,Rudbeckia hirta,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
12,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,hand netting,Rudbeckia hirta,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
12,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,hand netting,Rudbeckia hirta,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
12,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,hand netting,Rudbeckia hirta,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
12,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,hand netting,Rudbeckia hirta,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agapostemon virescens,m,0,0,,0,ground,,0,solitary. communal
12,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,hand netting,Rudbeckia hirta,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,.,,,,,,,
12,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,hand netting,Rudbeckia hirta,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
12,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,hand netting,Rudbeckia hirta,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
12,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,hand netting,Rudbeckia hirta,11:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
12,7/27/2016,2016,late.season,B,native,B_N,B_N_2016,hand netting,Rudbeckia hirta,11:30,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
20,7/27/2016,2016,late.season,B,non-native,B_NN,B_NN_2016,pan traps,,10:25,17:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,m,0,0,,0,ground,,0,eusocial
20,7/27/2016,2016,late.season,B,non-native,B_NN,B_NN_2016,pan traps,,10:25,17:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlora pura,f,0,0,,0,wood,,0,
20,7/27/2016,2016,late.season,B,non-native,B_NN,B_NN_2016,pan traps,,10:25,17:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melissodes bimaculatus,f,0,0,,0,ground,,0,
20,7/27/2016,2016,late.season,B,non-native,B_NN,B_NN_2016,pan traps,,10:25,17:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
20,7/27/2016,2016,late.season,B,non-native,B_NN,B_NN_2016,pan traps,,10:25,17:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum versatum,f,0,0,,0,ground,,0,eusocial
20,7/27/2016,2016,late.season,B,non-native,B_NN,B_NN_2016,pan traps,,10:25,17:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
20,7/27/2016,2016,late.season,B,non-native,B_NN,B_NN_2016,pan traps,,10:25,17:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melissodes,f,1,NA,,NA,NA,,NA,
20,7/27/2016,2016,late.season,B,non-native,B_NN,B_NN_2016,pan traps,,10:25,17:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum hitchensi,f,0,0,,0,ground,,0,
20,7/27/2016,2016,late.season,B,non-native,B_NN,B_NN_2016,pan traps,,10:25,17:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlora pura,f,0,0,,0,wood,,0,
20,7/27/2016,2016,late.season,B,non-native,B_NN,B_NN_2016,pan traps,,10:25,17:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melissodes bimaculatus,f,0,0,,0,ground,,0,
20,7/27/2016,2016,late.season,B,non-native,B_NN,B_NN_2016,pan traps,,10:25,17:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlora pura,f,0,0,,0,wood,,0,
20,7/27/2016,2016,late.season,B,non-native,B_NN,B_NN_2016,pan traps,,10:25,17:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum,m,30,NA,,NA,ground,,NA,
12,7/27/2016,2016,late.season,A,native,A_N,A_N_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
12,7/27/2016,2016,late.season,A,native,A_N,A_N_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
12,7/27/2016,2016,late.season,A,native,A_N,A_N_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
12,7/27/2016,2016,late.season,A,native,A_N,A_N_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
12,7/27/2016,2016,late.season,A,native,A_N,A_N_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
12,7/27/2016,2016,late.season,A,native,A_N,A_N_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
12,7/27/2016,2016,late.season,A,native,A_N,A_N_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
12,7/27/2016,2016,late.season,A,native,A_N,A_N_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
12,7/27/2016,2016,late.season,A,native,A_N,A_N_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melissodes bimaculatus,f,0,0,,0,ground,,0,
12,7/27/2016,2016,late.season,A,native,A_N,A_N_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
12,7/27/2016,2016,late.season,A,native,A_N,A_N_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
12,7/27/2016,2016,late.season,A,native,A_N,A_N_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
22,7/27/2016,2016,late.season,A,non-native,A_NN,A_NN_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
22,7/27/2016,2016,late.season,A,non-native,A_NN,A_NN_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
22,7/27/2016,2016,late.season,A,non-native,A_NN,A_NN_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
22,7/27/2016,2016,late.season,A,non-native,A_NN,A_NN_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calliopsis andreniformis,m,0,0,,0,ground,,0,
22,7/27/2016,2016,late.season,A,non-native,A_NN,A_NN_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
22,7/27/2016,2016,late.season,A,non-native,A_NN,A_NN_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calliopsis andreniformis,f,0,0,,0,ground,,0,
22,7/27/2016,2016,late.season,A,non-native,A_NN,A_NN_2016,pan traps,,10:45,17:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lasioglossum coreopsis,f,0,0,,0,ground,,0,
